document_id,title,abstract,clean_text,label,year
c8cc6ca886011e63c64bc9ac03b5a7798734fcec,"A meta systematic review of artificial intelligence in higher education: a call for increased ethics, collaboration, and rigour","Although the field of Artificial Intelligence in Education (AIEd) has a substantial history as a research domain, never before has the rapid evolution of AI applications in education sparked such prominent public discourse. Given the already rapidly growing AIEd literature base in higher education, now is the time to ensure that the field has a solid research and conceptual grounding. This review of reviews is the first comprehensive meta review to explore the scope and nature of AIEd in higher education (AIHEd) research, by synthesising secondary research (e.g., systematic reviews), indexed in the Web of Science, Scopus, ERIC, EBSCOHost, IEEE Xplore, ScienceDirect and ACM Digital Library, or captured through snowballing in OpenAlex, ResearchGate and Google Scholar. Reviews were included if they synthesised applications of AI solely in formal higher or continuing education, were published in English between 2018 and July 2023, were journal articles or full conference papers, and if they had a method section 66 publications were included for data extraction and synthesis in EPPI Reviewer, which were predominantly systematic reviews (66.7%), published by authors from North America (27.3%), conducted in teams (89.4%) in mostly domestic-only collaborations (71.2%). Findings show that these reviews mostly focused on AIHEd generally (47.0%) or Profiling and Prediction (28.8%) as thematic foci, however key findings indicated a predominance of the use of Adaptive Systems and Personalisation in higher education. Research gaps identified suggest a need for greater ethical, methodological, and contextual considerations within future research, alongside interdisciplinary approaches to AIHEd application. Suggestions are provided to guide future primary and secondary research.",although field artificial intelligence education aied substantial history research domain never rapid evolution ai application education spark prominent public discourse give already rapidly grow aied literature base higher education time ensure field solid research conceptual ground review review first comprehensive meta review explore scope nature aied higher education aihed research synthesise secondary research e g systematic review index web science scopus eric ebscohost ieee xplore sciencedirect acm digital library capture snowball openalex researchgate google scholar review include synthesise application ai solely formal higher continue education publish english july journal article full conference paper method section publication include data extraction synthesis eppi reviewer predominantly systematic review publish author north america conduct team mostly domestic collaboration find show review mostly focus aihed generally profile prediction thematic focus however key find indicate predominance use adaptive system personalisation higher education research gap identify suggest need greater ethical methodological contextual consideration within future research alongside interdisciplinary approach aihed application suggestion provide guide future primary secondary research,survey_review,2024
ded4c8e6aef584d7b5f799fd8dcdba015ef6a284,Digital twins for health: a scoping review,"The use of digital twins (DTs) has proliferated across various fields and industries, with a recent surge in the healthcare sector. The concept of digital twin for health (DT4H) holds great promise to revolutionize the entire healthcare system, including management and delivery, disease treatment and prevention, and health well-being maintenance, ultimately improving human life. The rapid growth of big data and continuous advancement in data science (DS) and artificial intelligence (AI) have the potential to significantly expedite DT research and development by providing scientific expertise, essential data, and robust cybertechnology infrastructure. Although various DT initiatives have been underway in the industry, government, and military, DT4H is still in its early stages. This paper presents an overview of the current applications of DTs in healthcare, examines consortium research centers and their limitations, and surveys the current landscape of emerging research and development opportunities in healthcare. We envision the emergence of a collaborative global effort among stakeholders to enhance healthcare and improve the quality of life for millions of individuals worldwide through pioneering research and development in the realm of DT technology.",use digital twin dts proliferate across various field industry recent surge healthcare sector concept digital twin health dt h hold great promise revolutionize entire healthcare system include management delivery disease treatment prevention health well maintenance ultimately improve human life rapid growth big data continuous advancement data science d artificial intelligence ai potential significantly expedite dt research development provide scientific expertise essential data robust cybertechnology infrastructure although various dt initiative underway industry government military dt h still early stage paper present overview current application dts healthcare examine consortium research center limitation survey current landscape emerge research development opportunity healthcare envision emergence collaborative global effort among stakeholder enhance healthcare improve quality life million individual worldwide pioneer research development realm dt technology,survey_review,2024
e4ec504cbef3ce0048697071870809ab0ae3f95b,"Comparative effectiveness of GLP-1 receptor agonists on glycaemic control, body weight, and lipid profile for type 2 diabetes: systematic review and network meta-analysis","Abstract Objective To evaluate the comparative efficacy and safety of glucagon-like peptide-1 receptor agonists (GLP-1RAs) on glycaemic control, body weight, and lipid profile in adults with type 2 diabetes. Design Systematic review and network meta-analysis. Data sources PubMed, Web of Science, Cochrane Central Register of Controlled Trials (CENTRAL), and Embase from database inception to 19 August 2023. Eligibility criteria for selecting studies Eligible randomised controlled trials enrolled adults with type 2 diabetes who received GLP-1RA treatments and compared effects with placebo or any GLP-1RA drug, with a follow-up duration of at least 12 weeks. Trials with a crossover design, non-inferiority studies comparing GLP-1RA and other drug classes without a placebo group, using withdrawn drugs, and non-English studies were deemed ineligible. Results 76 eligible trials involving 15 GLP-1RA drugs and 39 246 participants were included in this network meta-analysis; all subsequent estimates refer to the comparison with placebo. All 15 GLP-1RAs effectively lowered haemoglobin A1c and fasting plasma glucose concentrations. Tirzepatide induced the largest reduction of haemoglobin A1c concentrations (mean difference −2.10% (95% confidence interval −2.47% to −1.74%), surface under the cumulative ranking curve 94.2%; high confidence of evidence), and fasting plasma glucose concentrations (−3.12 mmol/L (−3.59 to −2.66), 97.2%; high confidence), and proved the most effective GLP-1RA drug for glycaemic control. Furthermore, GLP-1RAs were shown to have strong benefits to weight management for patients with type 2 diabetes. CagriSema (semaglutide with cagrilintide) resulted in the highest weight loss (mean difference −14.03 kg (95% confidence interval −17.05 to −11.00); high confidence of evidence), followed by tirzepatide (−8.47 kg (−9.68 to −7.26); high confidence). Semaglutide was effective in lowering the concentration of low density lipoprotein (−0.16 mmol/L (−0.30 to −0.02)) and total cholesterol (−0.48 mmol/L (−0.84 to −0.11)). Moreover, this study also raises awareness of gastrointestinal adverse events induced by GLP-1RAs, and concerns about safety are especially warranted for high dose administration. Conclusions GLP-1RAs are efficacious in treating adults with type 2 diabetes. Compared with the placebo, tirzepatide was the most effective GLP-1RA drug for glycaemic control by reducing haemoglobin A1c and fasting plasma glucose concentrations. GLP-1RAs also significantly improved weight management for type 2 diabetes, with CagriSema performing the best for weight loss. The results prompt safety concerns for GLP-1RAs, especially with high dose administration, regarding gastrointestinal adverse events. Systematic review registration PROSPERO CRD42022342845.",abstract objective evaluate comparative efficacy safety glucagon like peptide receptor agonist glp ra glycaemic control body weight lipid profile adult type diabetes design systematic review network meta analysis data source pubmed web science cochrane central register control trial central embase database inception august eligibility criterion select study eligible randomise control trial enrol adult type diabetes receive glp ra treatment compare effect placebo glp ra drug follow duration least week trial crossover design non inferiority study compare glp ra drug class without placebo group use withdraw drug non english study deem ineligible result eligible trial involve glp ra drug participant include network meta analysis subsequent estimate refer comparison placebo glp ra effectively lower haemoglobin c fast plasma glucose concentration tirzepatide induce largest reduction haemoglobin c concentration mean difference confidence interval surface cumulative rank curve high confidence evidence fast plasma glucose concentration mmol l high confidence prove effective glp ra drug glycaemic control furthermore glp ra show strong benefit weight management patient type diabetes cagrisema semaglutide cagrilintide result highest weight loss mean difference kg confidence interval high confidence evidence follow tirzepatide kg high confidence semaglutide effective lower concentration low density lipoprotein mmol l total cholesterol mmol l moreover study also raise awareness gastrointestinal adverse event induce glp ra concern safety especially warrant high dose administration conclusion glp ra efficacious treat adult type diabetes compare placebo tirzepatide effective glp ra drug glycaemic control reduce haemoglobin c fast plasma glucose concentration glp ra also significantly improve weight management type diabetes cagrisema perform best weight loss result prompt safety concern glp ra especially high dose administration regard gastrointestinal adverse event systematic review registration prospero crd,survey_review,2024
a02f21e3d4b5045277abaabdcbf6d65b99b30ab3,The global prevalence of ADHD in children and adolescents: a systematic review and meta-analysis,"Background Attention-Deficit / Hyperactivity Disorder is a developmental neurological disorder that has three basic characteristics: Attention Deficit, Hyperactivity, and impulsivity. This study aimed to investigate the prevalence of ADHD in children and adolescents. Methods This investigation was carried out using the meta-analysis method under PRISMA guidelines. Until October 2020, the articles were gathered by scanning PubMed, Scopus, WOS, and Science Direct databases. The second version of Comprehensive Meta-Analysis software was used to run analyses after extracting data from chosen papers. At a significance level of 0.05, the I^2 test was used to analyze study heterogeneity, and the Egger test was used to assess publication bias. Results This analysis includes 61 cross-sectional research, with 53 research used to determine the prevalence of ADHD in children, 7.6% of 96,907 children aged 3 to 12 years had ADHD (95% confidence interval: 6.1–9.4%), and 5.6% of teenagers aged 12 to 18 years have ADHD (95% confidence interval: 4.8-7%). The prevalence of ADHD in children and adolescents according to the DSM-V criterion is also higher than previous diagnostic criteria, according to studies. Conclusion The findings of this study based on meta-analysis show the high prevalence of attention deficit hyperactivity disorder (ADHD). The findings of this study demonstrate the importance of management and policy in the treatment and control of ADHD in children and adolescents.",background attention deficit hyperactivity disorder developmental neurological disorder three basic characteristic attention deficit hyperactivity impulsivity study aim investigate prevalence adhd child adolescent method investigation carry use meta analysis method prisma guideline october article gather scan pubmed scopus wos science direct database second version comprehensive meta analysis software use run analysis extract data choose paper significance level test use analyze study heterogeneity egger test use assess publication bias result analysis include cross sectional research research use determine prevalence adhd child child age year adhd confidence interval teenager age year adhd confidence interval prevalence adhd child adolescent accord dsm v criterion also higher previous diagnostic criterion accord study conclusion find study base meta analysis show high prevalence attention deficit hyperactivity disorder adhd find study demonstrate importance management policy treatment control adhd child adolescent,survey_review,2023
b4cff79e22f2da53cf59e1f47726168c2020d1bc,Artificial Intelligence–Based Chatbots for Promoting Health Behavioral Changes: Systematic Review,"Background Artificial intelligence (AI)–based chatbots can offer personalized, engaging, and on-demand health promotion interventions. Objective The aim of this systematic review was to evaluate the feasibility, efficacy, and intervention characteristics of AI chatbots for promoting health behavior change. Methods A comprehensive search was conducted in 7 bibliographic databases (PubMed, IEEE Xplore, ACM Digital Library, PsycINFO, Web of Science, Embase, and JMIR publications) for empirical articles published from 1980 to 2022 that evaluated the feasibility or efficacy of AI chatbots for behavior change. The screening, extraction, and analysis of the identified articles were performed by following the PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) guidelines. Results Of the 15 included studies, several demonstrated the high efficacy of AI chatbots in promoting healthy lifestyles (n=6, 40%), smoking cessation (n=4, 27%), treatment or medication adherence (n=2, 13%), and reduction in substance misuse (n=1, 7%). However, there were mixed results regarding feasibility, acceptability, and usability. Selected behavior change theories and expert consultation were used to develop the behavior change strategies of AI chatbots, including goal setting, monitoring, real-time reinforcement or feedback, and on-demand support. Real-time user-chatbot interaction data, such as user preferences and behavioral performance, were collected on the chatbot platform to identify ways of providing personalized services. The AI chatbots demonstrated potential for scalability by deployment through accessible devices and platforms (eg, smartphones and Facebook Messenger). The participants also reported that AI chatbots offered a nonjudgmental space for communicating sensitive information. However, the reported results need to be interpreted with caution because of the moderate to high risk of internal validity, insufficient description of AI techniques, and limitation for generalizability. Conclusions AI chatbots have demonstrated the efficacy of health behavior change interventions among large and diverse populations; however, future studies need to adopt robust randomized control trials to establish definitive conclusions.",background artificial intelligence ai base chatbots offer personalize engage demand health promotion intervention objective aim systematic review evaluate feasibility efficacy intervention characteristic ai chatbots promote health behavior change method comprehensive search conduct bibliographic database pubmed ieee xplore acm digital library psycinfo web science embase jmir publication empirical article publish evaluate feasibility efficacy ai chatbots behavior change screen extraction analysis identify article perform follow prisma prefer report item systematic review meta analysis guideline result include study several demonstrate high efficacy ai chatbots promote healthy lifestyle n smoke cessation n treatment medication adherence n reduction substance misuse n however mix result regard feasibility acceptability usability select behavior change theory expert consultation use develop behavior change strategy ai chatbots include goal set monitor real time reinforcement feedback demand support real time user chatbot interaction data user preference behavioral performance collect chatbot platform identify way provide personalize service ai chatbots demonstrate potential scalability deployment accessible device platform eg smartphones facebook messenger participant also report ai chatbots offer nonjudgmental space communicate sensitive information however report result need interpret caution moderate high risk internal validity insufficient description ai technique limitation generalizability conclusion ai chatbots demonstrate efficacy health behavior change intervention among large diverse population however future study need adopt robust randomize control trial establish definitive conclusion,survey_review,2023
84194b86655a2f118def311c517989c72fe21680,Impact of the Implementation of ChatGPT in Education: A Systematic Review,"The aim of this study is to present, based on a systematic review of the literature, an analysis of the impact of the application of the ChatGPT tool in education. The data were obtained by reviewing the results of studies published since the launch of this application (November 2022) in three leading scientific databases in the world of education (Web of Science, Scopus and Google Scholar). The sample consisted of 12 studies. Using a descriptive and quantitative methodology, the most significant data are presented. The results show that the implementation of ChatGPT in the educational environment has a positive impact on the teaching–learning process, however, the results also highlight the importance of teachers being trained to use the tool properly. Although ChatGPT can enhance the educational experience, its successful implementation requires teachers to be familiar with its operation. These findings provide a solid basis for future research and decision-making regarding the use of ChatGPT in the educational context.",aim study present base systematic review literature analysis impact application chatgpt tool education data obtain review result study publish since launch application november three lead scientific database world education web science scopus google scholar sample consist study use descriptive quantitative methodology significant data present result show implementation chatgpt educational environment positive impact teach learn process however result also highlight importance teacher train use tool properly although chatgpt enhance educational experience successful implementation require teacher familiar operation find provide solid basis future research decision make regard use chatgpt educational context,survey_review,2023
7a496a068e4de4b1995a15628cc758989499e3e0,Exercise as medicine for depressive symptoms? A systematic review and meta-analysis with meta-regression,"Objective To estimate the efficacy of exercise on depressive symptoms compared with non-active control groups and to determine the moderating effects of exercise on depression and the presence of publication bias. Design Systematic review and meta-analysis with meta-regression. Data sources The Cochrane Central Register of Controlled Trials, PubMed, MEDLINE, Embase, SPORTDiscus, PsycINFO, Scopus and Web of Science were searched without language restrictions from inception to 13 September2022 (PROSPERO registration no CRD42020210651). Eligibility criteria for selecting studies Randomised controlled trials including participants aged 18 years or older with a diagnosis of major depressive disorder or those with depressive symptoms determined by validated screening measures scoring above the threshold value, investigating the effects of an exercise intervention (aerobic and/or resistance exercise) compared with a non-exercising control group. Results Forty-one studies, comprising 2264 participants post intervention were included in the meta-analysis demonstrating large effects (standardised mean difference (SMD)=−0.946, 95% CI −1.18 to −0.71) favouring exercise interventions which corresponds to the number needed to treat (NNT)=2 (95% CI 1.68 to 2.59). Large effects were found in studies with individuals with major depressive disorder (SMD=−0.998, 95% CI −1.39 to −0.61, k=20), supervised exercise interventions (SMD=−1.026, 95% CI −1.28 to −0.77, k=40) and moderate effects when analyses were restricted to low risk of bias studies (SMD=−0.666, 95% CI −0.99 to −0.34, k=12, NNT=2.8 (95% CI 1.94 to 5.22)). Conclusion Exercise is efficacious in treating depression and depressive symptoms and should be offered as an evidence-based treatment option focusing on supervised and group exercise with moderate intensity and aerobic exercise regimes. The small sample sizes of many trials and high heterogeneity in methods should be considered when interpreting the results.",objective estimate efficacy exercise depressive symptom compare non active control group determine moderate effect exercise depression presence publication bias design systematic review meta analysis meta regression data source cochrane central register control trial pubmed medline embase sportdiscus psycinfo scopus web science search without language restriction inception september prospero registration crd eligibility criterion select study randomise control trial include participant age year older diagnosis major depressive disorder depressive symptom determine validate screen measure score threshold value investigate effect exercise intervention aerobic resistance exercise compare non exercise control group result forty one study comprise participant post intervention include meta analysis demonstrate large effect standardise mean difference smd ci favour exercise intervention correspond number need treat nnt ci large effect find study individual major depressive disorder smd ci k supervise exercise intervention smd ci k moderate effect analysis restrict low risk bias study smd ci k nnt ci conclusion exercise efficacious treat depression depressive symptom offer evidence base treatment option focus supervise group exercise moderate intensity aerobic exercise regime small sample size many trial high heterogeneity method consider interpret result,survey_review,2023
54fc07c6066b3410b55670c2fbe01ea1068b31e8,Global prevalence of Helicobacter pylori infection between 1980 and 2022: a systematic review and meta-analysis.,"BACKGROUND
Few studies have examined the temporal trends of Helicobacter pylori prevalence worldwide. We aimed to identify the changes in global prevalence of H pylori infection between 1980 and 2022.


METHODS
In this systematic review and meta-analysis, we searched PubMed, Embase, MEDLINE, Scopus, and Web of Science, with no language restrictions, for observational studies on the prevalence of H pylori infection published between Jan 1, 1980, and Dec 31, 2022. Conference papers, meta-analyses, reviews, and case reports were excluded. We divided the study timeframe into four periods: 1980-90, 1991-2000, 2001-10, and 2011-22. Summary data were extracted from each selected publication. The prevalence of H pylori and its temporal trend were analysed according to WHO region, World Bank income level, WHO universal health coverage service coverage index of the country or region, sex and age of the patient, study type, and diagnostic method. The pooled prevalence was estimated by a random-effect meta-analysis, and the significance of the associated factors was analysed by multivariable meta-regression. This study is registered with the International Platform of Registered Systematic Review and Meta-analysis Protocols (INPLASY), 2022100026.


FINDINGS
Of the 56 967 records identified, 5236 were included in the quality assessment stage and 224 studies-from 71 countries or regions from all six WHO regions and including 2 979 179 individuals-were included in the final analysis. Significant heterogeneity was found between studies (I2=99·9%). The estimated global prevalence of H pylori infection decreased from 58·2% (95% CI 50·7-65·8) in the 1980-90 period to 43·1% (40·3-45·9) in the 2011-22 period. Prevalence was relatively static between 1991 and 2010 but declined sharply between 2011 and 2022, with the largest decline in the WHO African region. Overall, a lower prevalence of H pylori infection was reported in younger people, high-income countries, or countries with high levels of universal health coverage, and by retrospective studies. Studies based on serological diagnostic methods generally reported higher H pylori prevalence than studies based on non-serological methods (53·2% [49·8-56·6] vs 41·1% [38·1-44·2]) and fluctuated less over time.


INTERPRETATION
This meta-analysis shows a declining trend of H pylori prevalence globally, particularly in the 2011-22 period. These results could help to inform future health policy on prevention and management of this important infection. However, a considerable degree of heterogeneity exists between studies and further population-based epidemiological studies are needed.


FUNDING
None.",background study examine temporal trend helicobacter pylorus prevalence worldwide aim identify change global prevalence h pylorus infection method systematic review meta analysis search pubmed embase medline scopus web science language restriction observational study prevalence h pylorus infection publish jan dec conference paper meta analysis review case report exclude divide study timeframe four period summary data extract select publication prevalence h pylorus temporal trend analyse accord region world bank income level universal health coverage service coverage index country region sex age patient study type diagnostic method pool prevalence estimate random effect meta analysis significance associate factor analyse multivariable meta regression study register international platform register systematic review meta analysis protocol inplasy find record identify include quality assessment stage study country region six region include individual include final analysis significant heterogeneity find study estimate global prevalence h pylorus infection decrease ci period period prevalence relatively static decline sharply largest decline african region overall lower prevalence h pylorus infection report younger people high income country country high level universal health coverage retrospective study study base serological diagnostic method generally report higher h pylorus prevalence study base non serological method v fluctuate less time interpretation meta analysis show decline trend h pylorus prevalence globally particularly period result could help inform future health policy prevention management important infection however considerable degree heterogeneity exist study population base epidemiological study need fund none,survey_review,2023
51a9befa3ac25216479662c513f57a36e85ab148,Effect of covid-19 vaccination on long covid: systematic review,"Objective To determine the effect of covid-19 vaccination, given before and after acute infection with the SARS-CoV-2 virus, or after a diagnosis of long covid, on the rates and symptoms of long covid. Design Systematic review. Data sources PubMed, Embase, and Cochrane covid-19 trials, and Europe PubMed Central (Europe PMC) for preprints, from 1 January 2020 to 3 August 2022. Eligibility criteria for selecting studies Trials, cohort studies, and case-control studies reporting on patients with long covid and symptoms of long covid, with vaccination before and after infection with the SARS-CoV-2 virus, or after a diagnosis of long covid. Risk of bias was assessed with the ROBINS-I tool. Results 1645 articles were screened but no randomised controlled trials were found. 16 observational studies from five countries (USA, UK, France, Italy, and the Netherlands) were identified that reported on 614 392 patients. The most common symptoms of long covid that were studied were fatigue, cough, loss of sense of smell, shortness of breath, loss of taste, headache, muscle ache, difficulty sleeping, difficulty concentrating, worry or anxiety, and memory loss or confusion. 12 studies reported data on vaccination before infection with the SARS-CoV-2 virus, and 10 showed a significant reduction in the incidence of long covid: the odds ratio of developing long covid with one dose of vaccine ranged from 0.22 to 1.03; with two doses, odds ratios were 0.25-1; with three doses, 0.16; and with any dose, 0.48-1.01. Five studies reported on vaccination after infection, with odds ratios of 0.38-0.91. The high heterogeneity between studies precluded any meaningful meta-analysis. The studies failed to adjust for potential confounders, such as other protective behaviours and missing data, thus increasing the risk of bias and decreasing the certainty of evidence to low. Conclusions Current studies suggest that covid-19 vaccines might have protective and therapeutic effects on long covid. More robust comparative observational studies and trials are needed, however, to clearly determine the effectiveness of vaccines in preventing and treating long covid. Protocol registration Open Science Framework https://osf.io/e8jdy.",objective determine effect covid vaccination give acute infection sars cov virus diagnosis long covid rate symptom long covid design systematic review data source pubmed embase cochrane covid trial europe pubmed central europe pmc preprints january august eligibility criterion select study trial cohort study case control study report patient long covid symptom long covid vaccination infection sars cov virus diagnosis long covid risk bias assess robin tool result article screen randomise control trial find observational study five country usa uk france italy netherlands identify report patient common symptom long covid study fatigue cough loss sense smell shortness breath loss taste headache muscle ache difficulty sleep difficulty concentrate worry anxiety memory loss confusion study report data vaccination infection sars cov virus show significant reduction incidence long covid odds ratio develop long covid one dose vaccine range two do odds ratio three do dose five study report vaccination infection odds ratio high heterogeneity study preclude meaningful meta analysis study fail adjust potential confounders protective behaviour miss data thus increase risk bias decrease certainty evidence low conclusion current study suggest covid vaccine might protective therapeutic effect long covid robust comparative observational study trial need however clearly determine effectiveness vaccine prevent treat long covid protocol registration open science framework http osf io e jdy,survey_review,2023
4899b37496bf5c9dbc4518bf7b3397fc3a84ffcd,The global prevalence of attention deficit hyperactivity disorder in children and adolescents: An umbrella review of meta-analyses.,"BACKGROUND
Emerging epidemiological data suggest that hundreds of primary studies have examined the prevalence of ADHD in children and adolescents and dozens of systematic view and meta-analyses studies have been conducted on the subject. The purpose of this umbrella review is to provide a robust synthesis of evidence from these systematic reviews and meta-analyses.


METHODS
We systematically searched PubMed, Web of Science, PsychINFO, and Scopus to find pertinent studies. The study was preregistered with PROSPERO (CRD42023389704). The quality of the studies was assessed using a Measurement Tool to Assess Systematic Reviews (AMSTAR). Prevalence estimates from the included studies were pooled using invariance variance weighted random-effect meta-analysis.


RESULTS
Thirteen meta-analytic systematic reviews (588 primary studies) with 3,277,590 participants were included in the final analysis. A random effect meta-analysis of these studies showed that the global prevalence of ADHD in children and adolescents was 8.0 % (95%CI 6.0-10 %). The prevalence estimate was twice higher in boys (10 %) compared to girls (5 %). Of the three subtypes of ADHD, the inattentive type of ADHD (ADHD-I) was found to be the most common type of ADHD followed by the hyperactive (ADHD-HI) and the combined types (ADHD-C).


CONCLUSION
Findings from our compressive umbrella review suggest that ADHD is highly prevalent in children and adolescents with boys twice more likely to experience the disorder than girls. Our results underpin that priority should be given to preventing, early identifying, and treating ADHD in children and adolescents.",background emerge epidemiological data suggest hundred primary study examine prevalence adhd child adolescent dozen systematic view meta analysis study conduct subject purpose umbrella review provide robust synthesis evidence systematic review meta analysis method systematically search pubmed web science psychinfo scopus find pertinent study study preregistered prospero crd quality study assess use measurement tool assess systematic review amstar prevalence estimate include study pool use invariance variance weight random effect meta analysis result thirteen meta analytic systematic review primary study participant include final analysis random effect meta analysis study show global prevalence adhd child adolescent ci prevalence estimate twice higher boy compare girl three subtypes adhd inattentive type adhd adhd find common type adhd follow hyperactive adhd hi combine type adhd c conclusion find compressive umbrella review suggest adhd highly prevalent child adolescent boy twice likely experience disorder girl result underpin priority give prevent early identify treat adhd child adolescent,survey_review,2023
